seq_id,result,probability
ENST00000443526.5|ENSG00000121716.20|OTTHUMG00000155363.11|OTTHUMT00000339926.1|PILRB-206|PILRB|1364|UTR5:1-981|CDS:982-1364|,mRNA,1.0
ENST00000423266.5|ENSG00000166925.9|OTTHUMG00000150233.3|OTTHUMT00000316975.1|TSC22D4-203|TSC22D4|1071|CDS:1-635|UTR3:636-1071|,mRNA,1.0
ENST00000429987.1|ENSG00000106351.13|OTTHUMG00000156029.2|OTTHUMT00000342773.1|AGFG2-202|AGFG2|928|CDS:1-671|UTR3:672-928|,mRNA,0.999
ENST00000485554.5|ENSG00000077454.16|OTTHUMG00000159544.2|OTTHUMT00000356121.1|LRCH4-205|LRCH4|774|CDS:1-533|UTR3:534-774|,mRNA,1.0
ENST00000466053.5|ENSG00000106336.13|OTTHUMG00000159543.5|OTTHUMT00000356391.2|FBXO24-205|FBXO24|579|UTR5:1-16|CDS:17-579|,mRNA,0.999
ENST00000419828.5|ENSG00000172354.10|OTTHUMG00000137419.6|OTTHUMT00000268398.3|GNB2-205|GNB2|1285|UTR5:1-198|CDS:199-921|UTR3:922-1285|,mRNA,1.0
ENST00000646560.1|ENSG00000106367.15|OTTHUMG00000157103.5|OTTHUMT00000495131.1|AP1S1-205|AP1S1|779|UTR5:1-44|CDS:45-518|UTR3:519-779|,mRNA,1.0
ENST00000300303.7|ENSG00000167011.9|OTTHUMG00000157110.3|OTTHUMT00000347465.2|NAT16-201|NAT16|2949|UTR5:1-256|CDS:257-1366|UTR3:1367-2949|,mRNA,1.0
ENST00000379423.3|ENSG00000106384.12|OTTHUMG00000023328.5|OTTHUMT00000347437.1|MOGAT3-202|MOGAT3|933|UTR5:1-61|CDS:62-907|UTR3:908-933|,mRNA,1.0
ENST00000486319.5|ENSG00000168255.20|OTTHUMG00000150384.11|OTTHUMT00000352392.2|POLR2J3-203|POLR2J3|1532|UTR5:1-128|CDS:129-479|UTR3:480-1532|,mRNA,1.0
ENST00000522801.5|ENSG00000105808.17|OTTHUMG00000150383.6|OTTHUMT00000376406.2|RASA4-215|RASA4|967|UTR5:1-49|CDS:50-967|,mRNA,1.0
ENST00000333432.8|ENSG00000228049.7|OTTHUMG00000150388.6|OTTHUMT00000487870.2|POLR2J2-201|POLR2J2|348|CDS:1-348|,mRNA,0.999
ENST00000428154.5|ENSG00000105819.14|OTTHUMG00000157205.2|OTTHUMT00000347919.1|PMPCB-202|PMPCB|1714|UTR5:1-25|CDS:26-1498|UTR3:1499-1714|,mRNA,1.0
ENST00000460135.1|ENSG00000185055.11|OTTHUMG00000157397.3|OTTHUMT00000348675.1|EFCAB10-201|EFCAB10|717|UTR5:1-227|CDS:228-458|UTR3:459-717|,mRNA,0.999
ENST00000458611.1|ENSG00000105865.11|OTTHUMG00000154763.5|OTTHUMT00000336970.1|DUS4L-206|DUS4L|857|UTR5:1-295|CDS:296-442|UTR3:443-857|,mRNA,0.999
ENST00000313516.5|ENSG00000177683.14|OTTHUMG00000154951.3|OTTHUMT00000337778.1|THAP5-201|THAP5|1568|UTR5:1-401|CDS:402-1463|UTR3:1464-1568|,mRNA,0.999
ENST00000449743.1|ENSG00000146802.12|OTTHUMG00000155188.7|OTTHUMT00000338817.2|TMEM168-205|TMEM168|775|UTR5:1-402|CDS:403-775|,mRNA,0.996
ENST00000441359.1|ENSG00000214194.9|OTTHUMG00000154780.4|OTTHUMT00000337089.2|SMIM30-204|SMIM30|962|UTR5:1-244|CDS:245-424|UTR3:425-962|,lncRNA,0.999
ENST00000634623.1|ENSG00000128573.25|OTTHUMG00000023131.18|OTTHUMT00000488572.1|FOXP2-221|FOXP2|1858|UTR5:1-89|CDS:90-1858|,mRNA,1.0
ENST00000393489.7|ENSG00000128573.25|OTTHUMG00000023131.18|OTTHUMT00000354233.2|FOXP2-205|FOXP2|2285|UTR5:1-382|CDS:383-2254|UTR3:2255-2285|,mRNA,1.0
ENST00000456159.1|ENSG00000105976.15|OTTHUMG00000023299.10|OTTHUMT00000258059.5|MET-206|MET|767|UTR5:1-195|CDS:196-767|,mRNA,1.0
ENST00000484325.1|ENSG00000198898.14|OTTHUMG00000023185.15|OTTHUMT00000268239.2|CAPZA2-211|CAPZA2|324|UTR5:1-221|CDS:222-324|,lncRNA,0.999
ENST00000430985.1|ENSG00000106025.8|OTTHUMG00000156980.5|OTTHUMT00000346954.3|TSPAN12-204|TSPAN12|693|UTR5:1-408|CDS:409-693|,mRNA,0.999
ENST00000427975.5|ENSG00000081800.9|OTTHUMG00000157087.2|OTTHUMT00000347406.1|SLC13A1-202|SLC13A1|2861|UTR5:1-26|CDS:27-137|UTR3:138-2861|,mRNA,1.0
ENST00000456238.2|ENSG00000170807.12|OTTHUMG00000157149.3|OTTHUMT00000348526.1|LMOD2-201|LMOD2|918|UTR5:1-95|CDS:96-575|UTR3:576-918|,lncRNA,0.574
ENST00000641888.1|ENSG00000205085.11|OTTHUMG00000158275.4|OTTHUMT00000350538.2|FAM71F2-206|FAM71F2|1529|UTR5:1-106|CDS:107-1009|UTR3:1010-1529|,mRNA,1.0
ENST00000471558.5|ENSG00000135248.15|OTTHUMG00000158276.4|OTTHUMT00000350548.1|FAM71F1-204|FAM71F1|1201|UTR5:1-53|CDS:54-914|UTR3:915-1201|,mRNA,0.999
ENST00000490911.5|ENSG00000158467.16|OTTHUMG00000157677.5|OTTHUMT00000349382.1|AHCYL2-210|AHCYL2|1884|UTR5:1-227|CDS:228-1754|UTR3:1755-1884|,mRNA,1.0
ENST00000466924.1|ENSG00000158467.16|OTTHUMG00000157677.5|OTTHUMT00000349383.1|AHCYL2-205|AHCYL2|1723|CDS:1-1556|UTR3:1557-1723|,mRNA,1.0
ENST00000311967.6|ENSG00000106459.15|OTTHUMG00000143736.4|OTTHUMT00000289812.1|NRF1-202|NRF1|2481|UTR5:1-78|CDS:79-1647|UTR3:1648-2481|,mRNA,1.0
ENST00000011292.8|ENSG00000091704.10|OTTHUMG00000157826.12|OTTHUMT00000349736.3|CPA1-201|CPA1|1384|UTR5:1-27|CDS:28-1287|UTR3:1288-1384|,mRNA,1.0
ENST00000285930.9|ENSG00000085662.14|OTTHUMG00000155322.6|OTTHUMT00000339448.3|AKR1B1-201|AKR1B1|1361|UTR5:1-38|CDS:39-989|UTR3:990-1361|,mRNA,1.0
ENST00000424922.5|ENSG00000122786.20|OTTHUMG00000155407.10|OTTHUMT00000339942.1|CALD1-206|CALD1|2124|UTR5:1-11|CDS:12-1610|UTR3:1611-2124|,mRNA,1.0
ENST00000463247.1|ENSG00000155561.15|OTTHUMG00000155497.5|OTTHUMT00000340366.2|NUP205-204|NUP205|570|CDS:1-215|UTR3:216-570|,mRNA,0.999
ENST00000415751.1|ENSG00000189320.9|OTTHUMG00000155537.5|OTTHUMT00000340556.2|FAM180A-202|FAM180A|1073|UTR5:1-132|CDS:133-654|UTR3:655-1073|,mRNA,1.0
ENST00000422328.6|ENSG00000059377.17|OTTHUMG00000157302.8|OTTHUMT00000348378.4|TBXAS1-205|TBXAS1|1967|UTR5:1-144|CDS:145-384|UTR3:385-1967|,mRNA,1.0
ENST00000498469.5|ENSG00000157800.18|OTTHUMG00000157343.6|OTTHUMT00000348516.1|SLC37A3-228|SLC37A3|879|CDS:1-486|UTR3:487-879|,mRNA,0.55
ENST00000496169.5|ENSG00000133606.11|OTTHUMG00000157412.6|OTTHUMT00000348756.1|MKRN1-215|MKRN1|1625|UTR5:1-11|CDS:12-293|UTR3:294-1625|,mRNA,1.0
ENST00000469373.5|ENSG00000146966.13|OTTHUMG00000157411.3|OTTHUMT00000348751.2|DENND2A-203|DENND2A|490|CDS:1-490|,mRNA,0.999
ENST00000482954.5|ENSG00000090266.13|OTTHUMG00000157424.3|OTTHUMT00000348794.1|NDUFB2-215|NDUFB2|544|UTR5:1-305|CDS:306-431|UTR3:432-544|,lncRNA,0.995
ENST00000492693.5|ENSG00000006530.17|OTTHUMG00000157499.2|OTTHUMT00000348971.1|AGK-205|AGK|1046|UTR5:1-14|CDS:15-212|UTR3:213-1046|,mRNA,0.999
ENST00000481508.1|ENSG00000106028.11|OTTHUMG00000157572.4|OTTHUMT00000349187.1|SSBP1-210|SSBP1|989|UTR5:1-435|CDS:436-882|UTR3:883-989|,mRNA,0.999
ENST00000390397.2|ENSG00000211750.2|OTTHUMG00000158889.3|OTTHUMT00000352499.3|TRBV24-1-201|TRBV24-1|381|UTR5:1-36|CDS:37-381|,lncRNA,0.863
ENST00000476059.2|ENSG00000106123.12|OTTHUMG00000155707.5|OTTHUMT00000341334.3|EPHB6-204|EPHB6|528|CDS:1-339|UTR3:340-528|,mRNA,0.999
ENST00000408955.2|ENSG00000221910.2|OTTHUMG00000157768.1|OTTHUMT00000349570.1|OR2F2-201|OR2F2|1114|UTR5:1-67|CDS:68-1021|UTR3:1022-1114|,mRNA,1.0
ENST00000493325.1|ENSG00000243896.4|OTTHUMG00000158002.2|OTTHUMT00000349979.2|OR2A7-201|OR2A7|1116|UTR5:1-94|CDS:95-1027|UTR3:1028-1116|,mRNA,1.0
ENST00000460911.5|ENSG00000106462.10|OTTHUMG00000158973.2|OTTHUMT00000352744.1|EZH2-203|EZH2|2591|UTR5:1-89|CDS:90-2330|UTR3:2331-2591|,mRNA,1.0
ENST00000329630.10|ENSG00000196456.12|OTTHUMG00000191597.2|OTTHUMT00000350679.2|ZNF775-201|ZNF775|2261|UTR5:1-112|CDS:113-1726|UTR3:1727-2261|,mRNA,1.0
ENST00000326442.10|ENSG00000106565.18|OTTHUMG00000157577.3|OTTHUMT00000349207.2|TMEM176B-201|TMEM176B|1115|UTR5:1-72|CDS:73-885|UTR3:886-1115|,mRNA,1.0
ENST00000488752.5|ENSG00000164897.13|OTTHUMG00000158621.3|OTTHUMT00000351489.2|TMUB1-206|TMUB1|584|UTR5:1-72|CDS:73-584|,mRNA,1.0
ENST00000611102.1|ENSG00000278685.4|OTTHUMG00000156140.5|OTTHUMT00000467767.3|IQCA1L-201|IQCA1L|633|CDS:1-365|UTR3:366-633|,mRNA,1.0
ENST00000337323.2|ENSG00000127377.9|OTTHUMG00000157353.3|OTTHUMT00000348553.2|CRYGN-201|CRYGN|754|UTR5:1-127|CDS:128-676|UTR3:677-754|,mRNA,1.0
ENST00000430044.7|ENSG00000178234.13|OTTHUMG00000157251.15|OTTHUMT00000348189.3|GALNT11-205|GALNT11|2739|UTR5:1-249|CDS:250-2076|UTR3:2077-2739|,mRNA,1.0
ENST00000619756.4|ENSG00000130226.17|OTTHUMG00000151511.3|-|DPP6-216|DPP6|1109|UTR5:1-233|CDS:234-1109|,mRNA,0.999
ENST00000434278.5|ENSG00000105983.21|OTTHUMG00000151510.7|OTTHUMT00000348017.1|LMBR1-208|LMBR1|678|UTR5:1-189|CDS:190-333|UTR3:334-678|,mRNA,0.999
ENST00000437030.5|ENSG00000105993.15|OTTHUMG00000157242.7|OTTHUMT00000348137.2|DNAJB6-205|DNAJB6|566|UTR5:1-367|CDS:368-566|,mRNA,0.999
ENST00000523162.5|ENSG00000172748.14|OTTHUMG00000086931.10|OTTHUMT00000376342.1|ZNF596-210|ZNF596|1006|UTR5:1-250|CDS:251-484|UTR3:485-1006|,mRNA,0.999
ENST00000522866.5|ENSG00000172748.14|OTTHUMG00000086931.10|OTTHUMT00000376343.4|ZNF596-209|ZNF596|714|UTR5:1-313|CDS:314-714|,mRNA,0.999
ENST00000647769.1|ENSG00000285913.1|OTTHUMG00000165391.2|OTTHUMT00000383788.2|AC084121.11-201|AC084121.11|1395|CDS:1-1395|,mRNA,0.999
ENST00000521209.6|ENSG00000175806.15|OTTHUMG00000090517.8|OTTHUMT00000375427.2|MSRA-206|MSRA|814|UTR5:1-186|CDS:187-366|UTR3:367-814|,mRNA,0.999
ENST00000554914.1|ENSG00000258724.1|OTTHUMG00000171787.1|OTTHUMT00000415129.1|PINX1-209|PINX1|1753|UTR5:1-91|CDS:92-1414|UTR3:1415-1753|,mRNA,1.0
ENST00000519088.5|ENSG00000254093.9|OTTHUMG00000163808.5|OTTHUMT00000375684.1|PINX1-203|PINX1|1272|UTR5:1-120|CDS:121-645|UTR3:646-1272|,mRNA,1.0
ENST00000622850.2|ENSG00000079459.13|OTTHUMG00000090801.7|-|FDFT1-225|FDFT1|1987|UTR5:1-230|CDS:231-1292|UTR3:1293-1987|,mRNA,1.0
ENST00000529146.6|ENSG00000186523.14|OTTHUMG00000165298.5|OTTHUMT00000383310.2|FAM86B1-210|FAM86B1|2258|UTR5:1-112|CDS:113-322|UTR3:323-2258|,mRNA,1.0
ENST00000448228.6|ENSG00000186523.14|OTTHUMG00000165298.5|OTTHUMT00000383317.1|FAM86B1-203|FAM86B1|2096|UTR5:1-50|CDS:51-941|UTR3:942-2096|,mRNA,1.0
ENST00000530385.5|ENSG00000186523.14|OTTHUMG00000165298.5|OTTHUMT00000383321.1|FAM86B1-212|FAM86B1|1171|UTR5:1-63|CDS:64-381|UTR3:382-1171|,mRNA,0.999
ENST00000526680.5|ENSG00000154359.13|OTTHUMG00000165475.3|OTTHUMT00000384365.1|LONRF1-205|LONRF1|2841|UTR5:1-311|CDS:312-491|UTR3:492-2841|,mRNA,0.999
ENST00000506802.5|ENSG00000104723.20|OTTHUMG00000094803.3|OTTHUMT00000365364.1|TUSC3-204|TUSC3|1546|UTR5:1-198|CDS:199-1143|UTR3:1144-1546|,mRNA,1.0
ENST00000522184.1|ENSG00000104219.13|OTTHUMG00000163860.5|OTTHUMT00000376016.2|ZDHHC2-203|ZDHHC2|487|UTR5:1-96|CDS:97-487|,lncRNA,0.999
ENST00000524213.5|ENSG00000147408.14|OTTHUMG00000130827.5|OTTHUMT00000375212.3|CSGALNACT1-216|CSGALNACT1|554|UTR5:1-511|CDS:512-554|,mRNA,0.553
ENST00000523869.1|ENSG00000104613.12|OTTHUMG00000131065.5|OTTHUMT00000374949.1|INTS10-218|INTS10|528|CDS:1-164|UTR3:165-528|,mRNA,0.998
ENST00000524029.5|ENSG00000175445.16|OTTHUMG00000036645.9|OTTHUMT00000374963.2|LPL-207|LPL|629|UTR5:1-240|CDS:241-629|,mRNA,0.999
ENST00000339162.11|ENSG00000120913.23|OTTHUMG00000164270.6|-|PDLIM2-203|PDLIM2|2226|UTR5:1-39|CDS:40-1848|UTR3:1849-2226|,mRNA,1.0
ENST00000520292.1|ENSG00000147439.12|OTTHUMG00000163844.1|OTTHUMT00000375902.1|BIN3-207|BIN3|775|UTR5:1-71|CDS:72-521|UTR3:522-775|,mRNA,1.0
ENST00000613472.1|ENSG00000104689.9|OTTHUMG00000097843.3|-|TNFRSF10A-204|TNFRSF10A|978|CDS:1-933|UTR3:934-978|,mRNA,0.999
ENST00000265806.11|ENSG00000104679.11|OTTHUMG00000163786.4|OTTHUMT00000375467.3|R3HCC1-201|R3HCC1|1573|UTR5:1-68|CDS:69-1391|UTR3:1392-1573|,mRNA,1.0
ENST00000518718.1|ENSG00000197217.13|OTTHUMG00000097852.5|OTTHUMT00000375625.2|ENTPD4-205|ENTPD4|566|UTR5:1-185|CDS:186-566|,mRNA,0.999
ENST00000290075.10|ENSG00000147454.14|OTTHUMG00000163865.2|OTTHUMT00000376041.1|SLC25A37-201|SLC25A37|1889|UTR5:1-47|CDS:48-515|UTR3:516-1889|,mRNA,1.0
ENST00000619417.1|ENSG00000277586.2|OTTHUMG00000134284.9|-|NEFL-203|NEFL|1879|UTR5:1-97|CDS:98-952|UTR3:953-1879|,mRNA,1.0
ENST00000535548.1|ENSG00000221818.9|OTTHUMG00000163838.3|-|EBF2-204|EBF2|1017|CDS:1-795|UTR3:796-1017|,mRNA,1.0
ENST00000380582.7|ENSG00000120907.17|OTTHUMG00000099459.2|OTTHUMT00000216927.1|ADRA1A-205|ADRA1A|2089|UTR5:1-436|CDS:437-1726|UTR3:1727-2089|,mRNA,1.0
ENST00000380572.3|ENSG00000120907.17|OTTHUMG00000099459.2|OTTHUMT00000376210.1|ADRA1A-203|ADRA1A|1697|UTR5:1-436|CDS:437-1465|UTR3:1466-1697|,mRNA,1.0
ENST00000518328.5|ENSG00000120915.13|OTTHUMG00000102115.6|OTTHUMT00000376133.2|EPHX2-203|EPHX2|574|UTR5:1-99|CDS:100-574|,mRNA,1.0
ENST00000523841.5|ENSG00000147419.18|OTTHUMG00000132173.5|OTTHUMT00000376265.1|CCDC25-210|CCDC25|947|UTR5:1-67|CDS:68-346|UTR3:347-947|,mRNA,0.999
ENST00000517673.5|ENSG00000214050.8|OTTHUMG00000102147.5|OTTHUMT00000376327.2|FBXO16-204|FBXO16|607|UTR5:1-55|CDS:56-607|,lncRNA,0.986
ENST00000523303.5|ENSG00000104299.15|OTTHUMG00000164030.3|OTTHUMT00000376845.1|INTS9-217|INTS9|2578|UTR5:1-31|CDS:32-1609|UTR3:1610-2578|,mRNA,1.0
ENST00000523613.5|ENSG00000147421.18|OTTHUMG00000172138.4|OTTHUMT00000417030.1|HMBOX1-210|HMBOX1|1730|UTR5:1-332|CDS:333-1523|UTR3:1524-1730|,mRNA,0.999
ENST00000320542.3|ENSG00000177669.3|OTTHUMG00000163824.1|OTTHUMT00000375795.1|MBOAT4-201|MBOAT4|1512|UTR5:1-85|CDS:86-1393|UTR3:1394-1512|,mRNA,0.999
ENST00000520191.5|ENSG00000157110.16|OTTHUMG00000163845.8|OTTHUMT00000376368.1|RBPMS-210|RBPMS|1613|UTR5:1-430|CDS:431-793|UTR3:794-1613|,mRNA,0.999
ENST00000518059.5|ENSG00000104691.15|OTTHUMG00000163851.11|OTTHUMT00000375961.2|UBXN8-204|UBXN8|493|CDS:1-283|UTR3:284-493|,mRNA,0.604
ENST00000221138.9|ENSG00000104695.13|OTTHUMG00000163949.4|OTTHUMT00000376527.3|PPP2CB-201|PPP2CB|1946|UTR5:1-397|CDS:398-1327|UTR3:1328-1946|,mRNA,1.0
ENST00000520334.5|ENSG00000104695.13|OTTHUMG00000163949.4|OTTHUMT00000376573.1|PPP2CB-206|PPP2CB|578|CDS:1-375|UTR3:376-578|,mRNA,0.999
ENST00000339382.3|ENSG00000172733.11|OTTHUMG00000157357.6|OTTHUMT00000348564.2|PURG-201|PURG|2693|UTR5:1-933|CDS:934-1902|UTR3:1903-2693|,mRNA,1.0
ENST00000420357.5|ENSG00000156687.11|OTTHUMG00000157145.3|OTTHUMT00000347599.1|UNC5D-204|UNC5D|2966|UTR5:1-20|CDS:21-2681|UTR3:2682-2966|,mRNA,1.0
ENST00000518904.1|ENSG00000215262.8|OTTHUMG00000163981.3|OTTHUMT00000376634.1|KCNU1-202|KCNU1|334|UTR5:1-69|CDS:70-225|UTR3:226-334|,lncRNA,0.999
ENST00000413133.6|ENSG00000077782.20|OTTHUMG00000147366.14|OTTHUMT00000304024.3|FGFR1-210|FGFR1|587|UTR5:1-267|CDS:268-587|,mRNA,1.0
ENST00000517872.1|ENSG00000169490.17|OTTHUMG00000164098.4|OTTHUMT00000377287.3|TM2D2-204|TM2D2|570|UTR5:1-382|CDS:383-570|,mRNA,0.65
ENST00000622267.1|ENSG00000104755.15|OTTHUMG00000164041.4|-|ADAM2-207|ADAM2|2480|UTR5:1-104|CDS:105-2123|UTR3:2124-2480|,mRNA,1.0
ENST00000519853.5|ENSG00000158669.11|OTTHUMG00000164082.4|OTTHUMT00000377159.2|GPAT4-203|GPAT4|768|UTR5:1-293|CDS:294-768|,mRNA,1.0
ENST00000518679.5|ENSG00000104365.15|OTTHUMG00000164092.8|OTTHUMT00000377222.1|IKBKB-209|IKBKB|2784|UTR5:1-169|CDS:170-301|UTR3:302-2784|,mRNA,1.0
ENST00000520704.1|ENSG00000165102.15|OTTHUMG00000164102.3|OTTHUMT00000377295.1|HGSNAT-206|HGSNAT|1451|UTR5:1-143|CDS:144-662|UTR3:663-1451|,mRNA,0.999
ENST00000522222.5|ENSG00000164808.16|OTTHUMG00000164176.6|OTTHUMT00000377619.1|SPIDR-218|SPIDR|585|UTR5:1-4|CDS:5-385|UTR3:386-585|,lncRNA,0.999
ENST00000519401.5|ENSG00000164808.16|OTTHUMG00000164176.6|OTTHUMT00000377630.1|SPIDR-211|SPIDR|2090|CDS:1-1493|UTR3:1494-2090|,mRNA,1.0
ENST00000519118.5|ENSG00000147488.11|OTTHUMG00000164233.3|OTTHUMT00000377873.2|ST18-209|ST18|629|UTR5:1-591|CDS:592-629|,lncRNA,1.0
ENST00000521524.5|ENSG00000170791.17|OTTHUMG00000074081.4|OTTHUMT00000378231.1|CHCHD7-210|CHCHD7|703|UTR5:1-136|CDS:137-343|UTR3:344-703|,lncRNA,0.624
ENST00000521796.1|ENSG00000215114.9|OTTHUMG00000164300.2|OTTHUMT00000378189.1|UBXN2B-203|UBXN2B|618|CDS:1-427|UTR3:428-618|,mRNA,0.999
ENST00000519678.5|ENSG00000198363.18|OTTHUMG00000164375.13|OTTHUMT00000378612.2|ASPH-216|ASPH|536|CDS:1-404|UTR3:405-536|,mRNA,0.999
ENST00000518306.5|ENSG00000198363.18|OTTHUMG00000164375.13|OTTHUMT00000378578.2|ASPH-212|ASPH|755|UTR5:1-161|CDS:162-755|,mRNA,1.0
ENST00000396642.7|ENSG00000205268.10|OTTHUMG00000164469.3|OTTHUMT00000378908.2|PDE7A-202|PDE7A|2986|CDS:1-1275|UTR3:1276-2986|,mRNA,1.0
ENST00000350034.4|ENSG00000147573.17|OTTHUMG00000164473.3|OTTHUMT00000378924.1|TRIM55-203|TRIM55|1177|UTR5:1-226|CDS:227-952|UTR3:953-1177|,mRNA,0.999
ENST00000396623.8|ENSG00000147576.17|OTTHUMG00000193427.2|OTTHUMT00000316867.4|ADHFE1-203|ADHFE1|1972|UTR5:1-13|CDS:14-1417|UTR3:1418-1972|,mRNA,1.0
ENST00000522977.5|ENSG00000169085.13|OTTHUMG00000156998.10|OTTHUMT00000379220.2|VXN-210|VXN|1347|UTR5:1-43|CDS:44-448|UTR3:449-1347|,mRNA,0.999
ENST00000522909.5|ENSG00000178125.14|OTTHUMG00000164745.2|OTTHUMT00000381489.1|PPP1R42-212|PPP1R42|1282|UTR5:1-185|CDS:186-1115|UTR3:1116-1282|,mRNA,0.999
ENST00000517406.1|ENSG00000121022.14|OTTHUMG00000164563.6|OTTHUMT00000379251.1|COPS5-202|COPS5|474|UTR5:1-76|CDS:77-313|UTR3:314-474|,mRNA,0.995
ENST00000518230.5|ENSG00000066777.9|OTTHUMG00000164626.8|OTTHUMT00000379515.2|ARFGEF1-203|ARFGEF1|2734|CDS:1-2477|UTR3:2478-2734|,mRNA,1.0
ENST00000519350.1|ENSG00000221947.7|OTTHUMG00000164431.3|OTTHUMT00000378755.3|XKR9-202|XKR9|716|UTR5:1-449|CDS:450-716|,mRNA,0.997
ENST00000518767.5|ENSG00000040341.18|OTTHUMG00000164499.11|OTTHUMT00000379010.2|STAU2-204|STAU2|1146|UTR5:1-186|CDS:187-1146|,mRNA,1.0
ENST00000519255.2|ENSG00000104343.20|OTTHUMG00000164517.6|OTTHUMT00000379086.1|UBE2W-204|UBE2W|575|UTR5:1-38|CDS:39-221|UTR3:222-575|,lncRNA,0.999
ENST00000312184.6|ENSG00000175606.11|OTTHUMG00000164502.1|OTTHUMT00000379028.1|TMEM70-201|TMEM70|2032|UTR5:1-87|CDS:88-870|UTR3:871-2032|,mRNA,1.0
ENST00000522647.1|ENSG00000184672.12|OTTHUMG00000164628.7|OTTHUMT00000379458.4|RALYL-210|RALYL|459|UTR5:1-316|CDS:317-459|,mRNA,0.993
ENST00000522567.5|ENSG00000133739.16|OTTHUMG00000164784.2|OTTHUMT00000380268.1|LRRCC1-204|LRRCC1|2122|UTR5:1-81|CDS:82-192|UTR3:193-2122|,mRNA,1.0
ENST00000416274.7|ENSG00000133740.11|OTTHUMG00000164785.6|OTTHUMT00000380274.2|E2F5-202|E2F5|1964|UTR5:1-267|CDS:268-1308|UTR3:1309-1964|,mRNA,1.0
ENST00000523635.1|ENSG00000147614.4|OTTHUMG00000163637.6|OTTHUMT00000374650.4|ATP6V0D2-203|ATP6V0D2|504|UTR5:1-374|CDS:375-504|,mRNA,0.985
ENST00000520719.5|ENSG00000176623.12|OTTHUMG00000163692.6|OTTHUMT00000374839.1|RMDN1-213|RMDN1|557|CDS:1-498|UTR3:499-557|,lncRNA,0.933
ENST00000522894.5|ENSG00000155100.10|OTTHUMG00000150758.4|OTTHUMT00000376788.2|OTUD6B-203|OTUD6B|1631|UTR5:1-60|CDS:61-387|UTR3:388-1631|,mRNA,1.0
ENST00000523719.5|ENSG00000147606.9|OTTHUMG00000164062.3|OTTHUMT00000377010.1|SLC26A7-208|SLC26A7|2902|UTR5:1-272|CDS:273-2243|UTR3:2244-2902|,mRNA,1.0
ENST00000518116.5|ENSG00000188343.12|OTTHUMG00000164238.5|OTTHUMT00000377895.1|FAM92A-205|FAM92A|1943|UTR5:1-34|CDS:35-823|UTR3:824-1943|,mRNA,1.0
ENST00000524224.5|ENSG00000175305.17|OTTHUMG00000164696.1|OTTHUMT00000379812.1|CCNE2-208|CCNE2|625|CDS:1-458|UTR3:459-625|,lncRNA,0.997
ENST00000396111.6|ENSG00000156170.13|OTTHUMG00000150173.6|OTTHUMT00000316697.2|NDUFAF6-201|NDUFAF6|1869|UTR5:1-370|CDS:371-1096|UTR3:1097-1869|,mRNA,1.0
ENST00000519516.1|ENSG00000175895.4|OTTHUMG00000164660.2|OTTHUMT00000379667.1|PLEKHF2-202|PLEKHF2|1144|UTR5:1-270|CDS:271-1020|UTR3:1021-1144|,mRNA,1.0
ENST00000521952.5|ENSG00000132561.14|OTTHUMG00000164795.5|OTTHUMT00000380338.1|MATN2-212|MATN2|997|CDS:1-467|UTR3:468-997|,mRNA,0.999
ENST00000418997.1|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000259023.3|YWHAZ-208|YWHAZ|996|UTR5:1-702|CDS:703-996|,mRNA,0.999
ENST00000520454.1|ENSG00000120963.12|OTTHUMG00000164823.4|OTTHUMT00000380484.3|ZNF706-210|ZNF706|488|UTR5:1-462|CDS:463-488|,mRNA,1.0
ENST00000522394.1|ENSG00000048392.11|OTTHUMG00000164776.6|OTTHUMT00000380326.1|RRM2B-209|RRM2B|389|CDS:1-132|UTR3:133-389|,mRNA,0.999
ENST00000523866.1|ENSG00000164933.12|OTTHUMG00000164790.7|OTTHUMT00000381495.1|SLC25A32-205|SLC25A32|1347|UTR5:1-132|CDS:133-504|UTR3:505-1347|,mRNA,1.0
ENST00000515551.5|ENSG00000176406.22|OTTHUMG00000162097.11|OTTHUMT00000367213.2|RIMS2-212|RIMS2|2285|UTR5:1-288|CDS:289-2285|,mRNA,0.999
ENST00000517939.5|ENSG00000147655.11|OTTHUMG00000164893.3|OTTHUMT00000380828.1|RSPO2-203|RSPO2|2487|UTR5:1-197|CDS:198-728|UTR3:729-2487|,mRNA,0.999
ENST00000519627.1|ENSG00000104408.9|OTTHUMG00000164858.6|OTTHUMT00000380642.1|EIF3E-209|EIF3E|697|UTR5:1-17|CDS:18-697|,mRNA,0.999
ENST00000522887.1|ENSG00000104408.9|OTTHUMG00000164858.6|OTTHUMT00000380645.1|EIF3E-216|EIF3E|575|UTR5:1-15|CDS:16-186|UTR3:187-575|,mRNA,0.993
ENST00000427660.6|ENSG00000120526.11|OTTHUMG00000164931.2|OTTHUMT00000380997.1|NUDCD1-202|NUDCD1|2098|UTR5:1-99|CDS:100-1764|UTR3:1765-2098|,mRNA,1.0
ENST00000532779.5|ENSG00000147642.17|OTTHUMG00000165634.3|OTTHUMT00000385491.1|SYBU-230|SYBU|2765|UTR5:1-247|CDS:248-2035|UTR3:2036-2765|,mRNA,1.0
